ax,ay,az,gx,gy,gz
-6.08,-2.92,-6.97,-0.04,-0.03,0.15
-6.01,-3.03,-6.88,-0.10,-0.00,0.10
-6.26,-2.71,-6.85,-0.15,0.01,0.08
-6.34,-2.20,-6.76,-0.16,0.06,0.06
-5.83,-1.82,-6.61,-0.14,0.07,0.08
-5.83,-1.82,-6.56,-0.10,0.06,0.12
-5.76,-1.94,-6.68,-0.07,0.06,0.09
-5.62,-2.19,-6.71,-0.06,0.07,0.08
-5.40,-2.17,-6.69,-0.07,0.05,0.10
-5.34,-2.14,-6.68,-0.08,0.03,0.11
-5.44,-2.15,-6.69,-0.08,0.00,0.12
-5.53,-2.09,-6.73,-0.08,-0.01,0.11
-5.74,-2.26,-6.85,-0.09,-0.02,0.11
-5.79,-2.15,-6.88,-0.10,-0.02,0.11
-5.92,-1.99,-6.85,-0.11,-0.00,0.10
-5.81,-1.87,-6.80,-0.09,0.01,0.09
-5.72,-1.92,-6.76,-0.08,0.02,0.07
-5.74,-2.21,-6.82,-0.08,0.01,0.07
-5.71,-2.20,-6.78,-0.09,0.01,0.09
-5.48,-2.39,-6.72,-0.10,0.01,0.10
-5.54,-2.43,-6.71,-0.13,-0.01,0.07
-5.73,-2.15,-6.80,-0.15,-0.02,0.05
-5.98,-1.80,-6.77,-0.15,-0.01,0.04
-5.91,-1.48,-6.73,-0.12,0.01,0.05
-5.79,-1.64,-6.71,-0.09,0.01,0.06
-5.80,-1.55,-6.71,-0.08,0.01,0.04
-5.88,-1.55,-6.82,-0.05,0.01,0.04
-5.92,-1.75,-6.86,-0.04,0.02,0.05
-5.78,-1.91,-6.85,-0.05,0.02,0.07
-5.60,-1.85,-6.82,-0.07,0.02,0.06
-5.54,-1.59,-6.74,-0.06,0.01,0.05
-5.71,-1.40,-6.80,-0.03,0.00,0.04
-5.90,-1.81,-6.89,-0.01,0.01,0.05
-5.79,-2.03,-6.91,-0.03,0.02,0.06
-5.67,-2.00,-6.80,-0.05,0.03,0.06
-5.47,-1.65,-6.67,-0.05,0.01,0.05
-5.63,-1.49,-6.65,-0.01,-0.01,0.06
-5.89,-1.76,-6.77,0.02,-0.01,0.05
-5.84,-2.10,-6.86,0.02,0.01,0.05
-5.77,-2.30,-6.86,-0.01,0.01,0.06
-5.64,-2.15,-6.79,-0.04,0.01,0.05
-5.59,-1.92,-6.67,-0.04,0.00,0.05
