ax,ay,az,gx,gy,gz
-4.98,-5.77,-5.19,-0.07,0.12,0.04
-4.81,-5.74,-5.10,-0.12,0.06,0.10
-5.09,-5.35,-5.06,-0.17,-0.01,0.17
-5.47,-5.03,-5.12,-0.18,-0.04,0.21
-5.56,-4.90,-5.14,-0.19,-0.05,0.27
-5.23,-5.01,-5.09,-0.21,-0.08,0.33
-5.22,-4.86,-5.21,-0.22,-0.12,0.31
-5.46,-4.83,-5.26,-0.20,-0.14,0.22
-5.82,-4.92,-5.28,-0.19,-0.15,0.16
-6.14,-4.86,-5.30,-0.19,-0.13,0.14
-6.28,-4.74,-5.23,-0.19,-0.09,0.16
-6.22,-4.59,-5.27,-0.17,-0.06,0.14
-6.06,-4.52,-5.19,-0.15,-0.03,0.12
-5.94,-4.35,-5.26,-0.13,-0.01,0.09
-5.98,-4.17,-5.24,-0.09,-0.00,0.06
-5.92,-4.59,-5.28,-0.07,-0.00,0.09
-5.86,-4.84,-5.28,-0.08,0.00,0.10
-5.59,-4.85,-5.26,-0.10,-0.01,0.08
-5.83,-4.67,-5.27,-0.10,-0.03,0.07
-5.97,-4.62,-5.28,-0.10,-0.03,0.08
-5.95,-4.64,-5.22,-0.10,-0.02,0.09
-6.03,-4.46,-5.26,-0.09,-0.01,0.08
-5.98,-4.48,-5.14,-0.08,-0.01,0.09
-6.12,-4.38,-5.29,-0.06,0.00,0.09
-6.05,-4.58,-5.28,-0.05,0.02,0.07
-5.87,-4.77,-5.24,-0.06,0.02,0.09
-5.90,-4.60,-5.26,-0.07,0.02,0.07
-5.91,-4.43,-5.23,-0.07,0.02,0.06
-5.87,-4.69,-5.25,-0.07,0.01,0.12
-5.75,-4.79,-5.27,-0.08,-0.01,0.13
-5.90,-4.64,-5.22,-0.09,-0.01,0.11
-6.12,-4.30,-5.24,-0.08,-0.00,0.07
-6.18,-3.97,-5.22,-0.04,0.01,0.04
-6.16,-4.02,-5.16,0.01,0.03,0.01
-6.00,-4.34,-5.15,0.05,0.05,-0.03
-5.90,-4.68,-5.21,0.06,0.05,-0.08
-5.88,-4.70,-5.22,0.05,0.05,-0.11
-5.81,-4.59,-5.18,0.05,0.04,-0.09
-5.89,-4.80,-5.25,0.05,0.04,-0.08
-5.92,-5.02,-5.27,0.03,0.04,-0.07
-5.89,-5.13,-5.24,0.00,0.04,-0.05
-5.78,-5.05,-5.22,-0.03,0.04,-0.02
-5.71,-5.00,-5.24,-0.05,0.03,0.00
-5.78,-4.75,-5.25,-0.06,0.02,0.01
-5.86,-4.68,-5.25,-0.06,0.02,0.01
-5.89,-4.69,-5.23,-0.05,0.03,0.01
-5.78,-4.66,-5.20,-0.04,0.03,0.01
-5.76,-4.65,-5.17,-0.04,0.02,0.01
-5.79,-4.73,-5.24,-0.03,0.02,0.02
-5.87,-4.85,-5.21,-0.03,0.02,0.03
-5.83,-4.90,-5.22,-0.03,0.02,0.04
-5.76,-4.98,-5.26,-0.04,0.02,0.04
-5.71,-4.82,-5.24,-0.06,0.01,0.04
-5.85,-4.74,-5.19,-0.05,0.01,0.05
-5.88,-4.75,-5.20,-0.04,0.01,0.05
-5.75,-4.88,-5.21,-0.04,0.02,0.05
-5.81,-4.79,-5.22,-0.05,0.01,0.05
-5.91,-4.74,-5.20,-0.04,0.02,0.05
-5.90,-4.80,-5.24,-0.04,0.02,0.06
-5.78,-4.80,-5.24,-0.03,0.03,0.06
-5.71,-4.91,-5.19,-0.04,0.02,0.05
-5.70,-4.83,-5.20,-0.04,0.01,0.05
-5.83,-4.84,-5.20,-0.04,0.01,0.05
-5.86,-4.81,-5.20,-0.04,0.01,0.05
-5.83,-4.81,-5.18,-0.04,0.02,0.05
-5.80,-4.88,-5.20,-0.04,0.02,0.04
-5.76,-5.02,-5.22,-0.05,0.02,0.04
-5.77,-4.94,-5.21,-0.06,0.01,0.04
-5.82,-4.81,-5.21,-0.07,0.01,0.05
-5.86,-4.73,-5.19,-0.06,0.02,0.04
-5.84,-4.71,-5.24,-0.06,0.02,0.05
-5.77,-4.81,-5.20,-0.05,0.02,0.03
-5.76,-4.91,-5.21,-0.05,0.02,0.03
-5.79,-4.86,-5.23,-0.06,0.02,0.04
-5.74,-4.87,-5.23,-0.06,0.01,0.05
-5.79,-4.79,-5.18,-0.06,0.01,0.04
-5.87,-4.70,-5.21,-0.06,0.01,0.05
-5.88,-4.68,-5.23,-0.04,0.02,0.05
-5.81,-4.78,-5.22,-0.04,0.02,0.04
-5.77,-4.96,-5.22,-0.04,0.02,0.04
-5.80,-5.03,-5.24,-0.05,0.02,0.05
-5.84,-5.02,-5.21,-0.07,0.02,0.08
-5.80,-4.74,-5.20,-0.08,0.02,0.08
-5.82,-4.53,-5.15,-0.06,0.02,0.08
-5.81,-4.64,-5.22,-0.04,0.02,0.07
-5.73,-4.80,-5.20,-0.03,0.02,0.04
-5.78,-4.81,-5.22,-0.03,0.02,0.03
-5.83,-4.88,-5.24,-0.03,0.02,0.03
-5.76,-4.96,-5.21,-0.03,0.02,0.04
-5.76,-4.92,-5.18,-0.05,0.01,0.05
-5.82,-4.84,-5.24,-0.05,0.01,0.05
-5.86,-4.84,-5.22,-0.05,0.02,0.05
-5.82,-4.86,-5.20,-0.04,0.02,0.04
-5.80,-4.81,-5.20,-0.04,0.02,0.03
-5.73,-4.84,-5.21,-0.04,0.02,0.03
-5.71,-4.95,-5.22,-0.04,0.01,0.03
-5.80,-4.87,-5.23,-0.05,0.01,0.04
-5.84,-4.80,-5.19,-0.05,0.01,0.05
-5.81,-4.83,-5.20,-0.05,0.01,0.06
-5.76,-4.92,-5.22,-0.05,0.02,0.05
