ax,ay,az,gx,gy,gz
-8.43,-1.22,-3.37,-0.15,0.02,0.50
-8.27,-1.33,-3.45,-0.09,0.11,0.23
-7.60,-0.71,-3.60,-0.01,0.15,-0.00
-7.13,-0.39,-3.63,0.10,0.12,-0.16
-7.27,-0.94,-3.86,0.21,0.06,-0.27
-7.50,-1.84,-3.94,0.23,0.06,-0.28
-7.20,-2.22,-3.93,0.20,0.06,-0.25
-6.53,-2.40,-3.78,0.14,0.02,-0.18
-6.45,-2.28,-3.46,0.10,-0.07,-0.19
-7.07,-2.44,-3.57,0.10,-0.13,-0.26
-7.66,-2.70,-3.64,0.06,-0.12,-0.24
-7.41,-2.64,-3.61,-0.00,-0.09,-0.10
-6.98,-2.61,-3.65,-0.06,-0.09,0.07
-6.87,-2.61,-3.59,-0.11,-0.13,0.14
-6.96,-2.15,-3.47,-0.13,-0.18,0.10
-7.39,-2.04,-3.45,-0.11,-0.22,-0.02
-8.00,-1.93,-3.48,-0.09,-0.22,-0.05
-8.09,-1.79,-3.58,-0.07,-0.17,0.03
-8.04,-1.94,-3.60,-0.06,-0.11,0.13
-7.52,-1.80,-3.42,-0.05,-0.08,0.18
-7.31,-1.67,-3.25,-0.00,-0.11,0.14
-7.53,-1.98,-3.25,0.05,-0.14,0.01
-7.51,-2.29,-3.24,0.05,-0.15,-0.05
-7.52,-2.47,-3.21,0.03,-0.19,-0.05
-7.80,-2.48,-3.38,-0.01,-0.21,-0.01
-8.23,-2.27,-3.40,-0.04,-0.20,0.06
-8.52,-2.12,-3.37,-0.04,-0.15,0.06
-8.21,-2.09,-3.24,-0.03,-0.10,0.09
-7.92,-2.11,-3.20,-0.04,-0.11,0.17
-8.12,-2.16,-3.21,-0.04,-0.10,0.17
-8.15,-2.34,-3.25,-0.04,-0.10,0.12
-8.15,-2.42,-3.20,-0.05,-0.08,0.06
-8.07,-2.46,-3.13,-0.08,-0.08,0.03
-8.12,-2.21,-3.24,-0.12,-0.08,0.13
-8.36,-1.87,-3.28,-0.12,-0.04,0.17
-8.24,-1.86,-3.20,-0.09,-0.01,0.12
-7.88,-1.92,-3.08,-0.07,-0.00,0.08
-7.69,-2.18,-3.08,-0.06,-0.03,0.00
-7.57,-1.91,-3.05,-0.07,-0.07,0.06
-8.15,-1.72,-3.16,-0.05,-0.09,0.14
-8.32,-1.82,-3.21,-0.03,-0.05,0.17
-8.22,-1.94,-3.16,-0.02,-0.03,0.11
-8.08,-2.18,-3.10,-0.02,-0.01,0.05
-7.51,-2.01,-3.01,-0.04,-0.02,0.11
-7.47,-2.01,-2.98,-0.04,-0.07,0.18
-7.90,-1.97,-2.96,-0.04,-0.11,0.14
-8.34,-2.06,-3.00,-0.03,-0.11,0.07
-8.49,-2.32,-3.10,-0.05,-0.08,0.05
-8.44,-1.95,-3.06,-0.08,-0.03,0.08
-8.29,-1.59,-2.96,-0.07,0.01,0.13
-8.24,-1.72,-2.96,-0.05,0.04,0.14
-8.09,-2.07,-2.95,-0.04,0.07,0.14
-7.94,-2.49,-3.02,-0.07,0.08,0.12
-7.66,-2.37,-2.86,-0.13,0.05,0.10
-7.86,-1.81,-3.01,-0.15,0.02,0.06
-7.87,-1.27,-2.90,-0.12,-0.00,0.09
-7.91,-1.34,-2.91,-0.05,-0.02,0.04
-8.01,-1.82,-2.94,-0.00,-0.05,-0.05
-7.97,-2.31,-2.99,-0.01,-0.05,-0.05
-8.12,-2.35,-3.03,-0.06,-0.06,0.01
-8.29,-1.98,-3.02,-0.09,-0.04,0.06
-8.06,-1.65,-2.96,-0.08,-0.03,0.09
-8.11,-1.71,-2.97,-0.05,-0.03,0.08
-8.22,-2.10,-3.01,-0.03,-0.02,0.06
-8.06,-2.41,-2.97,-0.07,-0.02,0.07
-7.97,-2.23,-2.96,-0.11,-0.03,0.09
-7.94,-1.88,-2.89,-0.12,-0.05,0.11
-8.20,-1.60,-2.92,-0.10,-0.06,0.10
