ax,ay,az,gx,gy,gz
-7.07,-0.68,-3.72,-0.02,-0.02,0.19
-7.57,-1.07,-3.95,0.02,-0.03,0.17
-7.68,-1.14,-3.98,0.02,-0.01,0.14
-7.36,-1.30,-3.88,0.02,0.02,0.11
-6.98,-1.52,-3.83,-0.00,-0.01,0.12
-6.98,-1.45,-3.85,-0.03,-0.06,0.13
-7.23,-1.15,-3.89,-0.05,-0.10,0.16
-7.23,-0.73,-3.82,-0.03,-0.12,0.13
-7.34,-0.99,-3.79,0.03,-0.15,0.04
-7.63,-1.38,-3.75,0.04,-0.17,-0.03
-8.29,-1.50,-3.79,0.03,-0.16,-0.06
-8.45,-1.60,-3.87,-0.01,-0.08,-0.07
-8.10,-1.46,-3.71,-0.03,-0.04,-0.01
-8.07,-1.57,-3.77,-0.05,-0.00,0.05
-7.70,-1.34,-3.66,-0.09,0.03,0.15
-7.42,-1.06,-3.72,-0.09,0.02,0.20
-7.14,-0.94,-3.56,-0.07,-0.02,0.24
-7.42,-0.94,-3.61,-0.03,-0.08,0.19
-7.87,-1.12,-3.76,-0.01,-0.08,0.16
-8.02,-0.96,-3.76,-0.02,-0.06,0.19
-7.65,-0.72,-3.64,-0.00,-0.06,0.25
-7.65,-0.70,-3.57,0.03,-0.09,0.28
-8.02,-1.13,-3.66,0.05,-0.10,0.24
-8.15,-1.36,-3.60,0.04,-0.08,0.20
-8.31,-1.46,-3.65,0.01,-0.06,0.15
-8.17,-1.39,-3.65,-0.03,-0.01,0.15
-7.83,-0.91,-3.48,-0.07,0.00,0.20
-7.67,-0.62,-3.40,-0.04,-0.02,0.22
-7.98,-0.63,-3.51,0.01,-0.03,0.19
-8.03,-0.79,-3.51,0.02,-0.01,0.22
-8.03,-0.53,-3.38,0.04,-0.01,0.26
-8.13,-0.67,-3.45,0.08,0.00,0.27
-7.75,-0.79,-3.28,0.09,-0.02,0.25
-8.04,-1.04,-3.41,0.12,-0.06,0.12
-8.53,-1.34,-3.63,0.10,-0.04,0.06
-8.53,-1.17,-3.59,0.05,0.03,0.09
-8.12,-0.94,-3.45,0.02,0.07,0.17
-7.57,-0.94,-3.41,-0.00,0.05,0.24
-7.31,-0.91,-3.38,0.00,-0.02,0.20
-7.74,-0.87,-3.56,0.03,-0.07,0.03
-7.86,-0.69,-3.56,0.06,-0.05,-0.13
-7.65,-0.81,-3.43,0.07,-0.05,-0.16
-7.72,-0.96,-3.45,0.05,-0.06,-0.07
-7.75,-1.17,-3.42,0.01,-0.05,0.04
-7.69,-1.16,-3.35,-0.02,-0.07,0.06
-7.98,-1.03,-3.44,-0.02,-0.07,-0.01
-8.12,-0.71,-3.40,-0.02,-0.05,0.05
-7.98,-0.73,-3.35,-0.00,-0.02,0.17
-7.78,-0.95,-3.22,0.01,-0.01,0.28
-7.55,-1.34,-3.09,0.00,-0.03,0.35
-7.73,-1.50,-3.17,-0.01,-0.09,0.27
-8.04,-1.45,-3.27,-0.03,-0.10,0.15
-8.02,-1.39,-3.22,-0.06,-0.10,0.18
-7.87,-1.06,-3.14,-0.08,-0.13,0.20
-8.21,-1.19,-3.21,-0.07,-0.15,0.14
-8.46,-1.38,-3.28,-0.11,-0.13,0.12
-8.32,-1.22,-3.22,-0.16,-0.10,0.13
-8.13,-0.86,-3.18,-0.20,-0.09,0.19
-8.15,-0.55,-3.16,-0.22,-0.11,0.31
-8.63,-0.31,-3.21,-0.20,-0.10,0.31
-8.76,-0.41,-3.32,-0.18,-0.03,0.22
-8.11,-0.33,-3.20,-0.19,0.03,0.24
-7.16,0.01,-2.90,-0.19,-0.01,0.36
-7.39,0.21,-2.92,-0.14,-0.11,0.36
-7.85,-0.04,-2.97,-0.08,-0.17,0.23
-8.32,-0.25,-2.97,-0.03,-0.21,0.06
-8.75,-0.44,-3.05,-0.00,-0.19,-0.06
-8.72,-0.78,-3.06,-0.03,-0.13,-0.05
-8.24,-0.77,-2.91,-0.09,-0.11,0.09
-8.40,-0.51,-2.90,-0.13,-0.12,0.23
-8.37,-0.26,-2.81,-0.15,-0.14,0.30
-8.91,-0.17,-2.88,-0.10,-0.16,0.17
-9.31,-0.48,-3.04,-0.08,-0.13,0.03
-8.93,-0.57,-2.96,-0.09,-0.07,-0.04
-8.59,-0.55,-2.83,-0.13,-0.03,0.02
-8.46,-0.43,-2.84,-0.17,0.01,0.13
-7.96,-0.29,-2.68,-0.21,0.02,0.24
-7.50,-0.29,-2.57,-0.23,-0.05,0.30
-8.10,0.02,-2.66,-0.22,-0.14,0.24
-8.66,0.04,-2.77,-0.18,-0.17,0.09
-9.06,0.10,-2.77,-0.16,-0.16,0.01
-9.31,-0.17,-2.80,-0.14,-0.09,-0.02
-8.48,-0.33,-2.61,-0.18,-0.03,0.09
-7.60,-0.06,-2.50,-0.21,-0.07,0.20
-7.99,0.06,-2.59,-0.20,-0.16,0.17
-8.49,0.25,-2.64,-0.17,-0.20,0.08
-8.98,0.33,-2.64,-0.12,-0.19,0.00
-9.15,-0.05,-2.75,-0.11,-0.12,-0.03
-8.49,-0.23,-2.61,-0.15,-0.07,0.06
-8.02,0.10,-2.43,-0.19,-0.09,0.20
-8.30,0.44,-2.47,-0.18,-0.13,0.22
-8.54,0.41,-2.41,-0.13,-0.14,0.16
-8.74,0.15,-2.37,-0.10,-0.11,0.08
-8.57,0.08,-2.30,-0.11,-0.06,0.06
-7.93,0.07,-2.18,-0.14,-0.02,0.15
-7.04,0.36,-2.05,-0.15,-0.10,0.25
-7.61,0.46,-2.14,-0.12,-0.22,0.20
-8.77,0.42,-2.22,-0.07,-0.26,0.05
-9.43,0.22,-2.23,-0.05,-0.19,-0.05
-9.03,0.11,-2.13,-0.07,-0.07,-0.02
