ax,ay,az,gx,gy,gz
-5.75,-1.49,-4.02,-0.67,0.32,0.78
-5.40,0.33,-4.19,-0.51,0.16,0.73
-6.07,0.45,-4.51,-0.26,0.05,0.53
-6.49,0.04,-4.47,-0.05,0.01,0.27
-6.66,-1.01,-4.48,0.07,-0.00,0.12
-6.54,-1.96,-4.32,0.08,-0.03,0.02
-6.39,-2.42,-4.37,0.03,-0.09,-0.04
-6.35,-2.19,-4.35,-0.04,-0.16,-0.06
-6.46,-1.47,-4.20,-0.04,-0.24,-0.10
-6.90,-1.51,-4.36,0.00,-0.28,-0.13
-7.50,-1.86,-4.24,0.01,-0.28,-0.09
-7.81,-1.96,-4.16,-0.02,-0.25,0.04
-8.03,-2.17,-4.18,-0.03,-0.21,0.06
-8.39,-2.71,-4.26,-0.08,-0.14,0.08
-8.32,-2.77,-4.34,-0.17,-0.05,0.07
-7.57,-2.17,-4.18,-0.26,0.01,0.12
-6.71,-1.02,-3.99,-0.27,-0.03,0.25
-7.05,-0.51,-4.13,-0.17,-0.10,0.25
-7.27,-0.74,-4.16,-0.07,-0.13,0.24
-7.47,-1.09,-4.11,-0.00,-0.16,0.19
-7.82,-1.69,-4.23,0.03,-0.16,0.11
-8.09,-2.04,-4.21,-0.00,-0.13,0.07
-8.07,-1.93,-4.22,-0.05,-0.09,0.12
-7.67,-1.41,-4.05,-0.06,-0.07,0.12
-7.33,-1.12,-3.98,-0.02,-0.09,0.14
-7.49,-1.30,-4.03,0.02,-0.11,0.15
-7.70,-1.71,-4.01,0.02,-0.10,0.19
-7.54,-1.76,-3.89,0.00,-0.09,0.22
-7.46,-1.70,-3.75,-0.01,-0.12,0.18
-7.76,-1.62,-3.93,0.01,-0.15,0.03
-8.19,-1.56,-4.05,0.04,-0.11,-0.12
-7.82,-1.49,-3.94,0.03,-0.06,-0.06
-7.55,-1.51,-3.81,0.03,-0.04,0.06
-7.22,-1.80,-3.67,0.01,-0.07,0.19
-7.53,-2.04,-3.66,-0.02,-0.11,0.24
-7.89,-2.16,-3.77,-0.06,-0.14,0.26
-8.11,-2.08,-3.84,-0.07,-0.13,0.12
-8.09,-1.78,-3.79,-0.10,-0.10,0.14
-7.98,-1.41,-3.69,-0.11,-0.08,0.17
-7.93,-1.39,-3.64,-0.11,-0.07,0.28
-7.54,-1.39,-3.54,-0.10,-0.10,0.29
-7.88,-1.42,-3.63,-0.07,-0.15,0.14
-8.46,-1.61,-3.77,-0.06,-0.14,0.01
-8.52,-1.46,-3.74,-0.07,-0.09,0.00
-8.17,-1.38,-3.61,-0.09,-0.06,0.08
-8.17,-1.37,-3.64,-0.11,-0.03,0.17
-7.74,-1.30,-3.52,-0.12,-0.03,0.22
-7.62,-1.07,-3.56,-0.10,-0.05,0.16
-7.77,-0.99,-3.58,-0.05,-0.06,0.03
-7.62,-1.03,-3.42,-0.01,-0.08,-0.04
-7.67,-1.33,-3.47,0.01,-0.11,-0.08
-8.05,-1.54,-3.50,-0.01,-0.11,0.04
-8.38,-1.76,-3.50,-0.06,-0.06,0.16
-7.95,-1.76,-3.40,-0.12,0.01,0.24
-6.85,-1.48,-3.14,-0.16,-0.03,0.26
-7.05,-1.30,-3.19,-0.13,-0.14,0.13
-8.17,-1.48,-3.43,-0.12,-0.15,0.03
-8.33,-1.53,-3.35,-0.15,-0.09,0.09
-7.75,-1.38,-3.25,-0.19,-0.07,0.17
-7.47,-1.12,-3.23,-0.18,-0.09,0.13
-7.43,-0.81,-3.10,-0.15,-0.14,-0.00
-7.74,-0.75,-3.13,-0.08,-0.20,-0.11
-8.16,-1.09,-3.22,-0.04,-0.23,-0.13
-8.49,-1.38,-3.27,-0.04,-0.24,-0.03
-8.76,-1.47,-3.32,-0.05,-0.23,-0.01
-9.08,-1.47,-3.42,-0.05,-0.17,-0.13
-8.67,-1.42,-3.28,-0.08,-0.10,-0.08
-8.09,-1.19,-3.13,-0.11,-0.10,0.08
-8.19,-1.10,-3.15,-0.11,-0.12,0.17
-8.76,-1.12,-3.19,-0.09,-0.09,0.14
-8.61,-1.23,-3.16,-0.10,-0.02,0.12
-7.62,-1.08,-2.98,-0.11,0.01,0.16
-7.13,-0.55,-2.84,-0.07,-0.09,0.12
-7.64,-0.51,-2.90,0.01,-0.18,0.01
-8.53,-0.72,-2.97,0.09,-0.19,-0.05
-8.70,-1.34,-2.99,0.10,-0.13,-0.03
-8.00,-1.50,-2.76,0.03,-0.09,0.15
-7.66,-0.99,-2.72,0.02,-0.13,0.21
-8.13,-1.00,-2.77,0.08,-0.17,0.09
-8.79,-1.48,-2.80,0.09,-0.16,0.05
-8.66,-1.98,-2.79,0.03,-0.09,0.14
-8.10,-1.74,-2.57,-0.07,-0.08,0.35
-8.00,-1.36,-2.62,-0.10,-0.11,0.35
-7.86,-0.80,-2.58,-0.08,-0.17,0.25
-8.32,-0.66,-2.55,-0.00,-0.21,0.10
-9.02,-0.94,-2.60,0.04,-0.18,0.05
-8.67,-1.18,-2.52,0.03,-0.15,0.14
-8.36,-1.30,-2.56,0.02,-0.15,0.13
-8.57,-1.23,-2.51,0.00,-0.14,0.09
-8.64,-0.95,-2.48,-0.00,-0.10,0.14
-8.06,-0.87,-2.40,0.00,-0.11,0.19
-8.13,-1.04,-2.35,0.03,-0.14,0.10
-8.01,-1.13,-2.32,0.05,-0.16,-0.06
-6.96,-1.22,-2.16,0.04,-0.23,-0.08
-7.49,-0.77,-2.03,0.04,-0.36,-0.00
-9.31,-0.81,-2.27,0.07,-0.36,0.13
-9.74,-1.15,-2.24,0.08,-0.26,0.17
-9.42,-1.09,-2.21,0.10,-0.16,-0.01
-8.76,-1.19,-2.21,0.13,-0.11,-0.17
-8.25,-1.21,-2.07,0.12,-0.10,-0.20
