ax,ay,az,gx,gy,gz
-7.43,-5.95,-4.34,-0.08,0.07,0.02
-6.95,-5.48,-4.32,-0.29,0.10,0.13
-6.90,-3.51,-4.10,-0.40,0.12,0.29
-6.34,-2.26,-4.00,-0.31,0.15,0.33
-5.55,-1.70,-3.91,-0.15,0.09,0.27
-5.64,-2.09,-4.14,0.04,-0.01,0.07
-6.20,-3.28,-4.35,0.16,-0.06,-0.09
-6.61,-4.12,-4.48,0.14,-0.08,-0.07
-6.05,-4.53,-4.47,0.09,-0.11,-0.10
-6.07,-4.48,-4.43,0.01,-0.19,-0.12
-6.71,-3.58,-4.29,-0.04,-0.23,-0.07
-7.30,-2.36,-4.13,0.04,-0.20,-0.01
-7.36,-3.01,-4.14,0.17,-0.14,0.06
-7.67,-4.65,-4.30,0.18,-0.09,0.12
-7.61,-5.30,-4.22,0.07,-0.02,0.21
-7.18,-4.76,-4.01,-0.05,0.02,0.28
-6.91,-3.46,-3.86,-0.09,0.02,0.39
-7.08,-2.81,-3.86,0.01,0.02,0.35
-7.52,-3.40,-4.03,0.10,0.05,0.30
-7.55,-4.21,-4.07,0.09,0.10,0.35
-6.73,-4.20,-3.92,0.04,0.11,0.38
-5.84,-3.85,-3.73,0.03,0.03,0.26
-5.99,-3.85,-3.80,0.02,-0.09,0.17
-6.89,-3.60,-4.01,0.01,-0.14,0.16
-7.15,-3.31,-3.98,0.01,-0.13,0.22
-7.35,-3.34,-3.98,0.04,-0.10,0.28
-7.14,-3.73,-4.06,0.05,-0.08,0.27
-6.89,-3.79,-4.03,0.02,-0.10,0.24
-7.01,-3.42,-4.03,0.01,-0.12,0.22
-6.85,-3.13,-3.86,0.04,-0.15,0.15
-6.79,-2.94,-3.75,0.10,-0.19,0.07
-6.76,-2.94,-3.61,0.17,-0.24,-0.00
-7.27,-3.56,-3.76,0.22,-0.26,0.00
-7.70,-4.31,-3.91,0.17,-0.23,0.10
-7.52,-4.34,-3.81,0.10,-0.22,0.10
-7.38,-4.00,-3.74,0.06,-0.24,0.01
-7.74,-3.48,-3.73,0.05,-0.24,-0.01
-8.26,-3.33,-3.74,0.07,-0.18,0.08
-8.35,-3.54,-3.68,0.07,-0.08,0.21
-7.75,-3.75,-3.56,0.06,-0.03,0.26
-7.30,-3.42,-3.34,0.06,-0.03,0.22
-7.46,-3.36,-3.29,0.09,-0.06,0.17
-7.73,-3.82,-3.45,0.10,-0.04,0.16
-7.64,-4.25,-3.51,0.03,-0.01,0.31
-7.20,-4.02,-3.43,-0.04,-0.02,0.34
-6.68,-3.37,-3.35,-0.04,-0.08,0.21
-6.76,-3.11,-3.31,-0.00,-0.18,0.16
-7.53,-2.87,-3.40,0.04,-0.23,0.12
-8.04,-2.89,-3.35,0.10,-0.20,0.07
-7.95,-3.28,-3.25,0.14,-0.16,0.10
-7.65,-3.75,-3.15,0.13,-0.13,0.14
-7.51,-3.98,-3.09,0.09,-0.13,0.18
-7.24,-3.97,-3.04,0.04,-0.15,0.19
-7.16,-3.72,-2.94,0.01,-0.20,0.14
-7.42,-3.61,-2.98,0.01,-0.25,0.05
-7.76,-3.56,-2.99,0.00,-0.26,0.03
-7.99,-3.45,-2.95,0.00,-0.25,0.07
-8.23,-3.45,-2.92,-0.00,-0.22,0.11
-8.42,-3.54,-2.99,-0.02,-0.17,0.17
-8.59,-3.50,-2.99,-0.04,-0.11,0.24
-8.57,-3.34,-2.93,-0.05,-0.04,0.25
-8.23,-3.40,-2.90,-0.05,0.01,0.29
-8.03,-3.48,-2.95,-0.07,0.03,0.32
-7.96,-3.23,-2.93,-0.07,0.02,0.28
-7.96,-3.14,-2.88,-0.07,0.03,0.25
-7.73,-3.18,-2.79,-0.05,0.02,0.25
-7.56,-3.35,-2.72,-0.05,-0.01,0.23
-7.47,-3.29,-2.67,-0.06,-0.06,0.17
-7.60,-3.16,-2.73,-0.05,-0.09,0.12
-7.76,-2.98,-2.64,-0.05,-0.11,0.13
-7.85,-3.13,-2.71,-0.03,-0.10,0.14
-7.68,-3.48,-2.69,-0.05,-0.11,0.18
-7.83,-3.49,-2.74,-0.10,-0.14,0.18
-8.03,-3.14,-2.67,-0.12,-0.14,0.12
-8.05,-2.73,-2.60,-0.12,-0.13,0.11
-7.96,-2.50,-2.47,-0.09,-0.12,0.13
-7.88,-2.46,-2.40,-0.04,-0.13,0.11
-7.69,-2.68,-2.34,0.01,-0.14,0.05
-7.47,-3.07,-2.33,0.02,-0.18,0.03
-7.69,-3.29,-2.38,-0.01,-0.22,0.04
-8.24,-3.10,-2.42,-0.04,-0.22,0.08
-8.65,-2.90,-2.51,-0.05,-0.18,0.08
-8.64,-2.74,-2.52,-0.06,-0.10,0.12
-8.00,-2.55,-2.39,-0.04,-0.05,0.18
-7.73,-2.74,-2.33,-0.03,-0.06,0.19
-7.59,-2.85,-2.27,-0.02,-0.10,0.13
-7.72,-2.95,-2.31,-0.02,-0.13,0.05
-7.92,-2.71,-2.32,-0.03,-0.15,0.04
-7.92,-2.20,-2.13,-0.00,-0.16,0.05
-8.07,-2.19,-2.06,0.06,-0.16,0.04
-8.20,-2.58,-1.97,0.11,-0.17,0.05
-8.48,-3.00,-2.05,0.10,-0.14,0.10
-8.51,-3.07,-2.06,0.07,-0.10,0.13
-8.36,-2.93,-1.98,0.05,-0.07,0.17
-8.38,-2.95,-1.92,0.02,-0.05,0.23
-8.15,-2.65,-1.78,0.00,-0.03,0.27
-7.73,-2.35,-1.65,0.04,-0.06,0.18
-7.42,-2.37,-1.44,0.10,-0.11,0.08
-7.41,-3.01,-1.56,0.13,-0.17,0.06
-7.70,-3.56,-1.70,0.08,-0.22,0.12
