ax,ay,az,gx,gy,gz
-7.72,-3.20,-5.33,0.04,0.23,0.13
-7.33,-2.66,-4.97,-0.16,0.30,0.19
-6.40,-1.42,-4.77,-0.28,0.29,0.33
-5.41,-0.90,-4.79,-0.30,0.22,0.44
-4.91,-1.01,-4.82,-0.32,0.12,0.50
-5.38,-0.96,-4.89,-0.33,0.07,0.50
-4.72,-0.78,-4.58,-0.32,0.06,0.34
-4.31,-0.59,-4.41,-0.27,-0.06,0.07
-5.50,-0.55,-4.63,-0.26,-0.21,-0.08
-6.54,-0.44,-4.85,-0.29,-0.32,-0.05
-7.96,-0.21,-5.07,-0.34,-0.35,0.17
-8.59,-0.07,-5.09,-0.36,-0.29,0.31
-8.25,-0.08,-5.04,-0.36,-0.21,0.33
-7.85,0.27,-4.98,-0.34,-0.17,0.24
-7.93,0.66,-5.04,-0.27,-0.13,0.11
-8.05,0.94,-5.11,-0.18,-0.02,0.01
-7.54,0.52,-5.09,-0.11,0.08,0.01
-7.07,-0.11,-5.08,-0.12,0.18,0.17
-5.16,-0.60,-4.71,-0.13,0.20,0.10
-4.30,-0.68,-4.58,-0.16,-0.00,-0.16
-6.17,0.34,-4.67,-0.15,-0.25,-0.41
-9.11,1.19,-5.11,-0.10,-0.30,-0.34
-10.43,0.83,-5.22,-0.06,-0.15,0.06
-8.87,-0.00,-4.95,-0.04,0.04,0.22
-6.63,-0.27,-4.67,-0.01,0.08,-0.02
-6.21,0.04,-4.58,0.05,-0.05,-0.34
-8.19,0.25,-4.85,0.10,-0.12,-0.35
-9.07,-0.01,-4.70,0.10,-0.02,-0.02
-8.20,-0.58,-4.57,0.08,0.10,0.28
-6.15,-1.03,-4.32,0.07,0.13,0.26
-4.66,-0.99,-4.27,0.10,-0.02,-0.07
-5.78,-0.63,-4.46,0.11,-0.23,-0.25
-7.44,-0.20,-4.61,0.12,-0.31,-0.16
-8.23,-0.41,-4.71,0.13,-0.27,0.05
-7.93,-0.82,-4.67,0.12,-0.20,0.14
-7.70,-1.17,-4.66,0.10,-0.16,0.12
-7.34,-1.01,-4.64,0.09,-0.16,-0.03
-7.89,-0.73,-4.78,0.09,-0.18,-0.08
-8.12,-0.47,-4.75,0.09,-0.16,-0.01
-8.15,-0.78,-4.72,0.08,-0.11,0.11
-7.47,-0.95,-4.63,0.06,-0.06,0.13
-6.80,-1.15,-4.62,0.05,-0.11,-0.02
-7.79,-1.21,-4.79,-0.00,-0.15,-0.09
-8.35,-0.93,-4.77,-0.07,-0.10,0.04
-7.90,-0.65,-4.55,-0.10,-0.02,0.13
-7.11,-0.42,-4.28,-0.08,0.02,0.06
-6.45,-0.51,-4.28,-0.03,-0.03,-0.12
-7.14,-0.66,-4.50,-0.01,-0.13,-0.21
-8.71,-0.70,-4.78,-0.05,-0.16,-0.07
-8.88,-0.82,-4.78,-0.10,-0.10,0.15
-8.61,-0.83,-4.69,-0.13,-0.02,0.19
-8.00,-0.70,-4.52,-0.12,0.05,0.09
-7.45,-0.58,-4.45,-0.11,0.07,0.01
-6.91,-0.56,-4.43,-0.10,0.03,-0.02
-7.06,-0.56,-4.31,-0.10,-0.05,0.05
-7.68,-0.89,-4.26,-0.10,-0.06,0.09
-7.76,-1.12,-4.18,-0.11,-0.01,0.02
-7.22,-1.10,-4.21,-0.12,-0.02,-0.06
-7.00,-0.87,-4.23,-0.14,-0.10,-0.07
-7.21,-0.60,-4.11,-0.16,-0.18,0.03
-7.49,-0.48,-4.01,-0.14,-0.21,0.07
-8.13,-0.63,-4.09,-0.13,-0.20,0.08
-7.98,-0.68,-4.11,-0.12,-0.14,0.03
-7.48,-0.36,-4.00,-0.10,-0.17,-0.03
-7.70,-0.16,-3.96,-0.07,-0.22,0.03
-8.03,-0.17,-3.88,-0.03,-0.22,0.06
-7.85,-0.07,-3.87,0.03,-0.20,-0.04
-8.12,-0.10,-3.89,0.10,-0.18,-0.09
-8.04,-0.59,-3.92,0.13,-0.17,-0.06
-8.09,-0.83,-3.92,0.13,-0.17,-0.04
-7.78,-0.65,-3.86,0.14,-0.17,-0.05
-7.71,-0.98,-3.76,0.16,-0.21,-0.05
-8.11,-1.67,-3.87,0.12,-0.21,-0.02
-7.76,-1.60,-3.68,0.05,-0.20,-0.02
-7.41,-1.31,-3.53,0.01,-0.20,-0.04
-7.23,-1.20,-3.47,-0.01,-0.26,-0.05
-8.04,-1.29,-3.52,-0.04,-0.30,-0.02
-8.25,-1.16,-3.44,-0.06,-0.28,-0.00
-8.29,-1.16,-3.33,-0.07,-0.26,0.00
-8.23,-1.00,-3.22,-0.07,-0.23,-0.02
-7.85,-0.89,-3.32,-0.05,-0.24,-0.07
-8.14,-1.08,-3.45,-0.06,-0.33,-0.03
-8.57,-0.78,-3.23,-0.08,-0.37,0.07
-8.94,-0.57,-2.92,-0.02,-0.35,0.04
-9.49,-0.80,-2.85,0.04,-0.28,-0.02
-9.23,-0.99,-2.79,0.08,-0.17,-0.05
-8.25,-1.09,-2.75,0.09,-0.11,-0.07
-7.81,-1.02,-2.70,0.10,-0.12,-0.11
-7.91,-1.08,-2.74,0.10,-0.13,-0.06
-7.61,-1.09,-2.69,0.10,-0.12,-0.06
-7.56,-1.07,-2.76,0.10,-0.16,-0.06
-8.00,-1.24,-3.04,0.08,-0.20,0.01
-8.19,-1.22,-3.04,0.06,-0.23,0.08
-8.08,-0.98,-2.82,0.07,-0.23,0.05
-8.31,-1.05,-2.82,0.10,-0.22,-0.03
-8.52,-1.34,-2.97,0.12,-0.21,-0.09
-8.92,-1.51,-3.11,0.10,-0.20,-0.05
-9.19,-1.61,-3.01,0.05,-0.17,0.10
-9.09,-1.41,-2.87,0.03,-0.11,0.12
-8.77,-1.30,-2.66,0.04,-0.05,0.09
