ax,ay,az,gx,gy,gz
-6.61,-0.47,-3.35,-0.32,0.05,0.49
-6.59,0.36,-3.74,-0.43,-0.04,0.98
-6.73,0.81,-4.18,-0.44,-0.08,1.14
-6.71,1.06,-4.26,-0.38,-0.06,1.00
-6.11,1.19,-4.18,-0.30,-0.04,0.71
-5.97,1.21,-4.20,-0.22,-0.07,0.40
-5.82,1.05,-4.06,-0.18,-0.14,0.23
-6.32,1.06,-4.12,-0.15,-0.24,0.10
-6.93,1.03,-4.27,-0.14,-0.28,0.05
-7.14,1.11,-4.32,-0.13,-0.30,0.10
-7.14,0.91,-4.26,-0.12,-0.32,0.16
-7.80,0.57,-4.41,-0.14,-0.33,0.18
-8.52,0.89,-4.48,-0.17,-0.27,0.18
-8.82,1.60,-4.54,-0.12,-0.15,0.15
-8.03,1.64,-4.32,-0.04,-0.04,0.16
-7.07,1.29,-4.18,0.02,-0.03,0.17
-7.20,0.80,-4.23,0.05,-0.07,0.12
-7.71,0.44,-4.30,0.03,-0.08,0.15
-7.92,0.28,-4.23,0.01,-0.05,0.06
-8.28,0.39,-4.30,-0.01,0.01,-0.03
-7.71,0.45,-4.13,-0.03,0.02,-0.08
-7.81,0.42,-4.15,-0.08,-0.03,0.02
-8.38,0.69,-4.23,-0.13,-0.04,0.14
-8.25,0.88,-4.13,-0.12,0.01,0.16
-8.03,1.02,-4.13,-0.09,0.06,0.07
-7.38,0.92,-3.97,-0.04,0.05,-0.13
-7.57,0.96,-4.06,-0.01,0.01,-0.29
-8.00,1.40,-4.23,0.03,-0.00,-0.37
-8.42,0.97,-4.22,0.06,0.02,-0.23
-8.57,0.17,-4.19,0.00,0.06,0.05
-8.17,0.01,-4.05,-0.09,0.12,0.25
-7.18,0.42,-3.88,-0.11,0.16,0.08
-6.60,0.58,-3.85,-0.08,0.12,-0.18
-6.36,0.61,-3.97,-0.08,0.01,-0.32
-7.22,0.65,-4.04,-0.13,-0.11,-0.13
-7.92,0.93,-4.11,-0.17,-0.13,0.08
-7.75,0.61,-3.99,-0.15,-0.08,0.11
-7.51,0.28,-4.00,-0.13,-0.03,-0.07
-7.52,0.58,-4.00,-0.11,-0.02,-0.35
