ax,ay,az,gx,gy,gz
-7.93,-1.66,-3.11,0.22,0.17,0.27
-7.64,-3.18,-3.53,0.33,0.19,0.08
-8.36,-6.04,-4.22,0.14,0.19,0.38
-8.31,-6.36,-4.40,-0.14,0.31,0.44
-5.98,-5.14,-3.81,-0.28,0.33,0.13
-4.72,-4.85,-3.70,-0.29,0.17,-0.08
-4.61,-6.35,-3.71,-0.33,-0.02,-0.19
-4.82,-8.00,-3.69,-0.53,-0.17,-0.29
-5.53,-8.41,-3.20,-0.85,-0.26,-0.31
-6.03,-7.16,-2.67,-1.18,-0.26,-0.37
-6.08,-4.31,-2.09,-1.35,-0.21,-0.45
-5.20,-1.56,-1.68,-1.33,-0.22,-0.36
-5.63,-0.41,-1.59,-1.16,-0.27,-0.35
-5.64,-1.84,-1.66,-1.01,-0.30,-0.47
-5.09,-2.75,-1.52,-1.04,-0.39,-0.59
-6.15,-0.83,-1.67,-1.14,-0.49,-0.33
-7.60,2.03,-1.92,-1.06,-0.40,0.01
-7.99,3.11,-1.55,-0.75,-0.25,0.07
-6.52,0.47,-1.05,-0.46,-0.16,-0.16
-5.31,-1.55,-0.96,-0.36,-0.30,-0.40
-6.27,-2.26,-1.56,-0.47,-0.49,-0.26
-7.83,-0.73,-1.98,-0.64,-0.56,0.17
-8.20,0.91,-2.08,-0.62,-0.53,0.21
-8.25,2.16,-1.95,-0.41,-0.54,0.04
-8.82,1.79,-2.16,-0.23,-0.55,0.21
-9.92,-0.04,-2.68,-0.19,-0.48,0.50
-8.24,-0.98,-2.34,-0.20,-0.40,0.31
-7.68,-0.63,-1.95,-0.16,-0.49,-0.10
-8.65,-0.97,-2.00,-0.16,-0.56,-0.19
-9.55,-0.79,-1.72,-0.26,-0.51,0.04
-8.49,0.37,-1.08,-0.29,-0.47,0.30
-7.84,1.13,-0.91,-0.16,-0.57,0.38
-7.65,0.07,-0.88,-0.01,-0.75,0.35
-9.64,-0.79,-1.42,0.04,-0.86,0.22
-10.85,-0.57,-1.50,0.06,-0.77,-0.01
-11.11,0.86,-0.94,0.07,-0.66,0.08
-10.66,1.24,-0.62,0.17,-0.59,0.22
-10.22,1.15,-0.35,0.30,-0.57,0.17
-10.10,1.06,-0.22,0.42,-0.57,0.09
-10.11,1.45,-0.05,0.56,-0.60,0.05
-10.84,2.38,-0.10,0.74,-0.64,0.14
-11.41,2.67,0.02,0.99,-0.62,0.21
-11.53,1.70,-0.06,1.26,-0.58,0.14
-11.63,0.19,-0.05,1.41,-0.52,0.07
-11.89,-0.63,-0.23,1.41,-0.42,0.19
-11.51,-0.81,-0.32,1.37,-0.29,0.32
-10.44,-0.59,-0.11,1.35,-0.22,0.39
