ax,ay,az,gx,gy,gz
-8.56,-3.84,-2.98,-0.11,-0.13,0.15
-8.02,-2.56,-2.83,-0.25,-0.13,0.29
-8.04,-1.28,-2.80,-0.21,-0.14,0.23
-8.02,-1.02,-2.63,-0.08,-0.14,0.10
-8.34,-1.71,-2.65,0.04,-0.12,-0.02
-8.76,-2.57,-2.82,0.05,-0.08,0.07
-8.51,-2.86,-2.65,0.00,-0.02,0.13
-7.87,-2.87,-2.36,-0.05,-0.03,0.11
-7.83,-2.76,-2.35,-0.08,-0.07,0.06
-8.38,-2.68,-2.51,-0.10,-0.10,0.07
-8.94,-2.46,-2.73,-0.12,-0.06,0.07
-9.11,-2.21,-2.87,-0.13,0.02,0.15
-8.70,-1.59,-2.86,-0.15,0.08,0.23
-8.13,-0.58,-2.68,-0.09,0.09,0.16
-8.05,-0.32,-2.55,0.07,0.08,0.05
-8.24,-1.79,-2.66,0.22,0.08,-0.09
-8.08,-3.61,-2.76,0.19,0.09,-0.10
-7.80,-4.24,-2.72,0.02,0.06,0.09
-7.71,-3.50,-2.74,-0.12,0.02,0.11
-7.98,-2.30,-2.72,-0.19,-0.03,0.20
-8.84,-1.01,-2.98,-0.17,-0.01,0.27
-9.04,-0.14,-3.07,-0.07,0.08,0.31
-8.60,-0.08,-2.97,0.04,0.15,0.38
-8.54,0.13,-3.06,0.09,0.17,0.46
-8.36,0.77,-2.89,0.17,0.17,0.47
-7.78,1.16,-2.66,0.30,0.14,0.38
-8.24,1.07,-2.57,0.46,0.07,0.28
-9.56,0.34,-2.78,0.56,0.10,0.34
-9.72,-0.22,-2.94,0.58,0.22,0.46
-8.85,-0.15,-2.87,0.57,0.30,0.65
-8.26,0.15,-2.72,0.58,0.31,0.82
-8.02,0.74,-2.53,0.64,0.27,0.86
-8.07,0.99,-2.57,0.78,0.22,0.79
-8.16,0.15,-2.69,0.90,0.19,0.68
-7.97,-0.99,-2.60,0.93,0.18,0.64
-7.61,-2.60,-2.55,0.83,0.14,0.80
-8.91,-1.58,-2.57,0.55,0.05,1.37
-10.43,2.24,-2.86,0.62,0.19,1.41
-9.57,3.62,-2.52,1.09,0.38,1.09
-7.67,0.49,-2.30,1.52,0.44,0.66
-6.22,-3.99,-2.05,1.52,0.33,0.49
-6.17,-5.79,-1.80,1.11,0.04,0.72
-8.05,-3.59,-2.10,0.76,-0.14,0.67
-8.56,-1.67,-2.08,0.79,-0.13,0.26
-8.16,-2.38,-2.02,0.88,-0.10,0.05
-8.03,-4.04,-2.12,0.83,-0.09,0.07
-8.04,-4.48,-2.04,0.63,-0.11,0.20
-8.50,-3.34,-2.12,0.50,-0.09,0.13
-8.35,-3.23,-2.11,0.47,-0.04,0.07
-7.82,-3.45,-1.86,0.41,-0.01,0.09
-7.72,-3.53,-1.81,0.33,-0.04,0.05
-7.66,-3.61,-1.66,0.26,-0.05,-0.07
-7.75,-4.24,-1.65,0.16,-0.08,-0.05
