ax,ay,az,gx,gy,gz
-8.65,-0.80,-2.20,0.64,0.42,-0.00
-7.95,-1.16,-2.39,0.65,0.42,0.01
-7.65,-1.85,-2.52,0.60,0.38,0.02
-7.26,-1.78,-2.32,0.44,0.31,0.17
-7.10,-0.62,-2.32,0.31,0.23,0.39
-7.12,0.88,-2.20,0.32,0.14,0.49
-7.71,1.50,-2.24,0.45,0.06,0.53
-8.44,0.94,-2.40,0.58,0.05,0.51
-8.94,0.34,-2.70,0.62,0.10,0.66
-8.35,0.32,-2.38,0.63,0.16,0.81
-7.81,0.39,-1.92,0.64,0.12,1.05
-8.93,0.47,-1.95,0.71,0.07,0.97
-10.07,0.17,-2.02,0.81,0.16,0.79
-9.17,-1.17,-1.77,0.86,0.30,0.74
-7.43,-2.24,-1.53,0.78,0.28,1.05
-6.73,-1.88,-1.21,0.70,0.10,1.13
-7.31,-1.21,-0.93,0.80,-0.11,0.66
-9.34,-1.91,-1.11,0.98,-0.18,0.20
-11.01,-3.28,-1.86,1.02,0.01,0.11
-9.70,-3.91,-1.89,0.92,0.26,0.27
-7.74,-3.84,-1.28,0.83,0.30,0.28
-7.07,-3.81,-1.07,0.81,0.19,0.06
-7.45,-4.28,-1.25,0.80,0.09,-0.14
-7.89,-5.12,-1.35,0.72,0.04,-0.11
-8.00,-5.80,-1.24,0.56,0.01,0.05
-8.64,-5.76,-1.43,0.38,-0.00,0.12
-9.05,-5.19,-1.53,0.25,0.09,0.04
-8.17,-4.40,-1.27,0.16,0.18,0.13
-7.35,-3.95,-0.93,0.14,0.16,0.21
-7.31,-4.14,-0.81,0.17,0.07,0.12
-7.81,-5.36,-1.12,0.12,0.03,0.00
-8.37,-5.62,-1.32,-0.06,0.06,0.06
-7.79,-4.80,-1.15,-0.22,0.11,0.19
-7.02,-4.03,-0.92,-0.30,0.04,0.25
-7.28,-3.79,-1.12,-0.31,-0.04,0.11
-7.12,-4.08,-1.10,-0.34,-0.08,-0.12
-7.08,-3.99,-1.02,-0.42,-0.15,-0.14
-7.55,-3.54,-0.93,-0.48,-0.17,-0.07
-7.78,-3.41,-0.96,-0.49,-0.15,-0.04
-7.35,-4.21,-1.11,-0.51,-0.15,-0.21
-6.89,-4.29,-1.19,-0.58,-0.21,-0.43
-7.54,-4.07,-1.42,-0.69,-0.28,-0.39
-9.00,-3.24,-1.67,-0.77,-0.22,-0.31
-8.64,-3.32,-1.73,-0.80,-0.09,-0.40
-7.75,-3.00,-1.60,-0.86,-0.05,-0.53
-7.39,-2.41,-1.98,-0.92,-0.06,-0.41
-7.65,-1.74,-1.99,-0.97,-0.08,-0.24
-6.75,-1.07,-1.81,-0.96,-0.17,-0.40
-7.30,0.24,-1.72,-0.85,-0.33,-0.68
-7.81,0.40,-1.78,-0.65,-0.43,-0.73
-8.83,-0.88,-1.96,-0.55,-0.47,-0.41
-9.72,-2.64,-2.23,-0.61,-0.44,-0.22
-10.72,-2.42,-2.37,-0.76,-0.34,-0.27
-10.44,-1.04,-2.25,-0.83,-0.19,-0.23
-9.89,0.41,-1.84,-0.74,-0.12,-0.19
-9.52,-0.09,-1.81,-0.57,-0.08,-0.23
-9.01,-1.71,-1.92,-0.52,-0.10,-0.12
-8.96,-2.58,-1.98,-0.61,-0.20,-0.05
-10.29,-1.66,-2.17,-0.70,-0.26,-0.13
-11.68,-0.21,-2.40,-0.70,-0.13,-0.09
-10.81,0.49,-2.28,-0.61,0.10,0.08
-8.22,0.80,-2.00,-0.48,0.11,0.20
-7.37,0.52,-1.97,-0.30,-0.11,0.03
-8.69,-0.46,-2.35,-0.19,-0.27,-0.18
-10.18,-0.41,-2.43,-0.21,-0.26,-0.10
-10.96,0.61,-2.51,-0.18,-0.08,0.03
-9.96,1.08,-2.24,-0.09,0.08,0.21
-8.60,0.93,-2.06,0.02,0.11,0.26
-7.57,0.71,-1.66,0.11,-0.02,0.26
-8.80,0.67,-1.82,0.18,-0.14,0.18
-10.00,0.73,-1.86,0.24,-0.10,0.16
-10.15,0.39,-1.73,0.27,0.02,0.30
-9.47,0.68,-1.63,0.25,0.13,0.47
-8.65,1.23,-1.42,0.29,0.17,0.61
-8.16,1.49,-1.42,0.37,0.15,0.59
-7.74,1.53,-1.32,0.50,0.09,0.51
-7.75,1.13,-1.20,0.62,0.01,0.56
-8.73,0.03,-1.34,0.69,-0.04,0.51
-9.77,-0.65,-1.37,0.65,0.01,0.54
-9.90,-0.73,-1.30,0.60,0.13,0.64
-9.57,-0.85,-1.25,0.54,0.21,0.75
-9.28,-1.37,-1.17,0.50,0.25,0.76
-9.12,-1.08,-1.27,0.43,0.25,0.76
-8.94,-0.01,-1.17,0.47,0.22,0.76
-8.71,0.02,-1.14,0.61,0.14,0.66
-9.03,-0.57,-1.09,0.80,0.05,0.43
-9.45,-1.71,-1.19,0.93,0.03,0.36
-8.99,-3.46,-1.16,0.99,0.04,0.37
-8.44,-4.59,-1.14,0.92,0.00,0.47
-8.79,-5.54,-1.22,0.82,-0.05,0.44
-9.94,-5.89,-1.49,0.64,-0.02,0.41
-9.56,-5.35,-1.57,0.49,0.11,0.35
-8.07,-4.54,-1.50,0.38,0.15,0.37
-7.41,-3.77,-1.46,0.33,0.09,0.36
-7.79,-3.38,-1.61,0.31,0.01,0.30
-8.42,-3.21,-1.63,0.29,-0.01,0.22
-8.45,-3.26,-1.63,0.23,0.00,0.17
-8.20,-2.79,-1.58,0.15,-0.01,0.19
-8.60,-2.07,-1.58,0.09,-0.04,0.23
-9.07,-1.70,-1.69,0.08,-0.01,0.13
