ax,ay,az,gx,gy,gz
-8.39,-3.26,-1.78,-0.12,-0.05,-0.05
-8.23,-2.76,-1.82,-0.20,-0.05,-0.02
-7.98,-2.45,-1.77,-0.22,-0.06,-0.01
-7.93,-2.39,-1.69,-0.24,-0.10,-0.05
-8.35,-2.18,-1.73,-0.26,-0.12,-0.05
-8.63,-1.89,-1.92,-0.27,-0.09,-0.05
-8.66,-1.44,-2.16,-0.26,-0.03,0.00
-7.95,-1.06,-1.89,-0.21,-0.02,0.02
-7.80,-1.27,-1.72,-0.13,-0.07,0.00
-8.45,-1.93,-1.83,-0.10,-0.11,-0.04
-8.99,-2.54,-1.88,-0.13,-0.08,-0.02
-9.41,-2.86,-2.29,-0.25,0.00,0.24
-8.73,-1.97,-2.26,-0.42,0.09,0.49
-8.21,-0.40,-2.31,-0.59,0.10,0.80
-8.11,2.29,-2.25,-0.69,0.12,1.01
-7.81,6.04,-1.62,-0.58,0.16,1.19
-6.81,9.24,-1.17,-0.15,0.21,1.16
-5.60,9.61,-0.76,0.47,0.17,1.03
-6.09,8.39,-0.63,0.97,0.02,0.91
-8.09,7.26,-0.99,1.28,-0.04,1.00
-9.42,6.82,-1.02,1.48,0.02,1.18
-10.47,5.83,-0.75,1.76,0.18,1.12
-10.52,3.46,-0.44,1.92,0.41,1.39
-9.45,2.31,-0.06,1.95,0.49,1.88
-8.27,2.50,0.54,2.06,0.38,2.03
-7.69,1.21,0.75,2.33,0.15,1.52
-7.92,-2.06,0.63,2.46,-0.08,0.90
-9.54,-5.29,0.05,2.30,-0.23,0.67
-10.90,-7.20,-0.68,1.86,-0.21,0.87
-10.85,-6.61,-0.52,1.38,-0.16,1.01
-11.68,-4.95,-1.11,1.05,-0.10,0.90
-12.08,-3.53,-1.69,0.89,0.12,0.66
-10.52,-3.06,-1.87,0.78,0.33,0.54
-8.40,-3.31,-1.65,0.61,0.37,0.58
-7.80,-2.39,-1.69,0.42,0.23,0.58
-8.73,-0.96,-1.94,0.35,0.12,0.39
-9.91,-0.29,-2.32,0.35,0.14,0.29
-9.90,-0.03,-2.52,0.35,0.26,0.29
-8.79,-0.08,-2.27,0.36,0.37,0.26
-6.90,-0.49,-1.54,0.35,0.32,0.25
-6.47,-1.82,-1.17,0.33,0.12,0.08
-7.37,-3.11,-1.24,0.17,-0.04,-0.04
-8.62,-3.36,-1.26,-0.04,-0.05,-0.08
-8.90,-3.34,-1.39,-0.23,0.09,-0.17
-7.16,-3.17,-1.10,-0.41,0.19,-0.20
-5.66,-2.97,-0.76,-0.56,0.14,-0.19
-5.27,-3.22,-0.64,-0.68,0.00,-0.30
-6.23,-3.62,-0.28,-0.84,-0.11,-0.39
-7.28,-3.59,-0.34,-0.97,-0.09,-0.87
-7.19,-3.81,-0.32,-1.12,-0.03,-1.25
-5.79,-2.86,-0.68,-1.29,-0.04,-1.41
-4.40,-1.48,-0.28,-1.35,-0.25,-1.18
-5.33,-0.88,-0.07,-1.28,-0.56,-1.34
-8.10,-1.59,-0.62,-1.22,-0.74,-1.53
-9.75,-1.90,-0.65,-1.28,-0.74,-1.44
-9.45,-1.19,-0.77,-1.36,-0.70,-1.15
-8.53,-0.96,-0.69,-1.43,-0.73,-0.82
-8.11,-0.36,-0.85,-1.51,-0.88,-0.51
-9.20,0.60,-1.06,-1.49,-1.04,-0.56
-10.97,0.81,-1.19,-1.45,-1.09,-0.49
-12.05,1.00,-1.16,-1.46,-0.97,-0.15
-11.04,1.76,-0.90,-1.44,-0.88,-0.03
-11.14,2.50,-0.72,-1.24,-0.97,-0.52
-12.91,1.20,-0.83,-1.06,-0.96,-0.85
-13.55,-0.10,-0.78,-1.10,-0.78,-0.59
-12.90,1.23,-0.70,-1.19,-0.55,-0.12
-11.13,1.79,-0.40,-1.09,-0.43,0.02
-10.51,1.14,-0.42,-1.01,-0.41,-0.06
-10.77,1.61,-0.21,-0.93,-0.39,-0.11
-10.85,1.65,-0.29,-0.81,-0.31,-0.07
-10.03,1.77,-0.28,-0.69,-0.25,-0.01
-9.57,1.52,-0.23,-0.54,-0.24,-0.02
-9.71,1.14,-0.30,-0.45,-0.23,-0.02
-9.86,1.10,-0.27,-0.37,-0.20,0.02
-10.15,0.73,-0.30,-0.32,-0.15,0.10
-10.07,0.83,-0.27,-0.28,-0.08,0.20
-9.72,1.18,-0.13,-0.23,-0.05,0.35
-9.58,2.10,-0.05,-0.14,-0.04,0.31
-9.56,2.95,0.05,0.04,-0.03,0.24
-9.57,2.65,0.23,0.21,-0.02,0.20
-9.94,2.22,0.30,0.30,-0.00,0.16
-10.39,3.10,0.30,0.36,0.04,0.24
-10.50,4.22,0.41,0.50,0.12,0.31
-10.11,4.28,0.64,0.70,0.19,0.33
-9.60,4.03,0.84,0.88,0.21,0.25
-9.47,3.43,0.90,1.01,0.21,0.25
-9.71,2.95,0.80,1.06,0.23,0.40
-9.76,3.46,0.71,1.12,0.29,0.56
-9.29,3.96,0.74,1.24,0.33,0.73
-8.98,3.56,0.85,1.40,0.33,0.80
-9.08,2.75,0.91,1.54,0.32,0.73
-9.38,1.13,1.03,1.67,0.32,0.54
-9.39,-0.46,1.02,1.69,0.34,0.59
-9.20,-2.18,1.08,1.66,0.36,0.64
-8.79,-4.10,0.83,1.52,0.36,0.71
-8.35,-5.79,0.69,1.28,0.31,0.78
-8.44,-5.74,0.21,0.99,0.23,0.57
-8.63,-4.53,-0.02,0.85,0.20,0.28
-8.45,-5.33,-0.20,0.72,0.20,0.31
-7.87,-5.60,-0.20,0.50,0.16,0.40
