ax,ay,az,gx,gy,gz
-8.57,-3.36,-4.35,0.04,-0.02,0.51
-8.44,-2.38,-4.25,-0.05,0.16,-0.05
-7.65,-1.30,-3.85,-0.14,0.24,-0.05
-5.09,0.11,-3.05,-0.20,0.03,0.61
-4.41,0.64,-3.08,-0.14,-0.30,0.81
-6.11,0.47,-3.60,-0.09,-0.52,0.70
-8.77,0.94,-4.31,-0.10,-0.47,0.34
-10.00,2.87,-4.43,-0.05,-0.23,-0.05
-9.96,4.30,-4.03,0.07,-0.08,0.08
-9.70,4.79,-3.98,0.22,0.02,0.37
-9.29,4.88,-3.70,0.37,0.08,0.48
-9.97,4.90,-3.78,0.52,0.16,0.45
-9.74,5.71,-3.30,0.62,0.21,0.77
-8.93,6.34,-2.93,0.82,0.20,1.11
-8.36,5.79,-2.62,1.09,0.21,1.14
-6.93,4.89,-2.27,1.35,0.18,1.05
-6.52,3.71,-2.33,1.56,0.02,1.02
-7.19,1.79,-2.56,1.63,-0.13,1.21
-6.55,1.02,-2.31,1.62,-0.26,1.34
-6.45,0.13,-2.07,1.66,-0.43,1.20
-7.53,-1.53,-2.40,1.70,-0.51,0.87
-9.37,-3.74,-2.86,1.61,-0.51,0.72
-9.87,-5.06,-3.00,1.33,-0.43,0.82
-9.43,-5.09,-2.83,1.02,-0.40,0.98
-9.72,-5.01,-2.86,0.83,-0.33,0.79
-9.70,-5.38,-2.84,0.66,-0.22,0.50
-10.15,-5.26,-2.45,0.43,-0.14,0.37
-10.01,-3.67,-1.89,0.18,-0.09,0.65
-9.20,-2.55,-1.63,0.07,-0.08,0.85
-8.17,-2.19,-1.42,0.04,-0.05,0.67
-7.86,-1.83,-1.41,0.04,-0.05,0.32
-8.69,-1.31,-1.53,0.02,-0.04,0.17
-8.17,-0.91,-1.63,-0.03,-0.04,0.32
-7.45,-0.50,-1.59,-0.03,-0.10,0.30
-7.82,-0.73,-1.85,0.01,-0.16,0.17
-8.74,-1.00,-2.09,-0.00,-0.16,0.09
-9.04,-1.21,-2.21,-0.03,-0.06,-0.06
-8.25,-1.44,-1.94,-0.09,0.01,-0.13
-7.42,-0.94,-1.62,-0.15,-0.08,-0.06
-7.64,-0.68,-1.59,-0.12,-0.17,-0.04
-8.23,-2.26,-1.56,-0.13,-0.22,0.04
-9.00,-3.02,-1.43,-0.27,-0.19,-0.04
-9.28,-2.62,-1.27,-0.40,-0.08,-0.21
-8.92,-1.64,-1.15,-0.48,0.03,-0.37
-8.49,-1.58,-0.96,-0.47,0.10,-0.55
-8.17,-2.37,-1.19,-0.48,0.13,-0.74
-8.57,-2.83,-1.41,-0.57,0.12,-0.80
-7.54,-2.76,-1.66,-0.69,0.13,-0.70
