ax,ay,az,gx,gy,gz
-8.72,-3.78,-4.42,0.42,-0.24,0.44
-7.20,-4.11,-4.57,0.17,-0.20,0.49
-7.51,-3.34,-4.59,0.02,-0.18,0.21
-8.00,-2.36,-4.89,-0.06,-0.09,-0.11
-7.90,-1.97,-5.20,-0.13,0.01,-0.22
-7.95,-1.51,-5.26,-0.24,0.12,-0.10
-7.24,-0.88,-4.84,-0.44,0.20,0.42
-5.39,0.29,-4.47,-0.64,0.14,0.92
-5.19,3.06,-4.19,-0.71,0.00,1.08
-5.62,6.42,-3.98,-0.44,-0.10,0.80
-6.44,7.65,-4.07,0.07,-0.22,0.55
-8.51,5.97,-4.53,0.50,-0.36,0.72
-10.88,3.22,-5.03,0.59,-0.44,1.45
-13.53,1.70,-4.90,0.47,-0.31,1.97
-14.06,2.08,-4.70,0.37,0.06,2.12
-11.71,2.37,-4.30,0.38,0.38,2.22
-9.07,2.24,-3.82,0.42,0.51,2.31
-5.78,1.76,-3.30,0.54,0.41,2.29
-5.05,0.35,-3.21,0.62,0.10,2.22
-7.67,-0.75,-3.24,0.58,-0.12,2.26
-8.36,-0.99,-3.38,0.50,-0.06,2.34
-5.89,-0.95,-2.53,0.52,-0.03,1.79
-5.41,0.15,-2.30,0.65,-0.22,0.98
-7.36,0.19,-2.71,0.90,-0.43,0.41
-10.36,-1.58,-3.23,1.02,-0.48,0.45
-10.24,-3.59,-3.74,1.00,-0.34,0.36
-8.96,-4.75,-4.12,0.85,-0.32,0.25
-9.58,-5.10,-4.34,0.62,-0.34,0.23
-10.37,-4.64,-4.65,0.36,-0.27,0.25
-10.10,-3.87,-4.83,0.13,-0.12,0.20
-9.62,-2.95,-4.62,-0.06,0.02,0.11
-8.80,-2.15,-4.20,-0.18,0.16,-0.09
-8.11,-1.36,-3.98,-0.30,0.23,-0.24
-7.64,-0.33,-3.83,-0.37,0.26,-0.27
-6.80,0.14,-3.64,-0.39,0.26,-0.28
-6.00,0.01,-3.39,-0.41,0.19,-0.23
-5.90,0.03,-3.17,-0.45,0.06,-0.17
-6.11,0.50,-2.77,-0.45,-0.05,-0.11
-6.58,0.33,-2.53,-0.38,-0.12,-0.21
-7.27,-0.77,-2.42,-0.31,-0.13,-0.35
-7.63,-2.00,-2.43,-0.29,-0.08,-0.58
-7.66,-3.05,-2.60,-0.34,-0.00,-0.87
-7.45,-3.82,-2.81,-0.39,0.04,-1.28
-7.10,-5.31,-3.05,-0.51,0.02,-1.53
-7.02,-6.08,-3.19,-0.82,-0.09,-1.46
-7.07,-5.67,-3.10,-1.17,-0.23,-1.38
-8.28,-4.44,-3.07,-1.50,-0.34,-1.32
-9.44,-2.18,-2.89,-1.70,-0.32,-1.33
-10.19,-0.42,-3.03,-1.77,-0.19,-1.56
-9.88,1.57,-2.78,-1.76,-0.05,-1.72
-8.64,3.65,-2.61,-1.71,-0.05,-1.46
-6.95,5.35,-2.41,-1.58,-0.18,-1.12
-5.96,5.99,-2.70,-1.33,-0.41,-1.11
-7.37,6.64,-2.82,-1.04,-0.62,-1.21
-9.67,6.18,-3.06,-0.72,-0.73,-1.13
-12.05,4.81,-3.38,-0.51,-0.69,-0.85
-13.38,3.89,-3.77,-0.44,-0.49,-0.42
-12.05,3.52,-3.92,-0.35,-0.20,-0.20
-9.84,2.86,-3.65,-0.19,-0.01,-0.30
-9.00,2.20,-3.59,-0.05,0.05,-0.50
-8.26,1.65,-3.67,0.04,0.06,-0.45
-7.58,1.05,-3.46,0.07,-0.02,-0.25
-7.77,0.83,-3.44,0.09,-0.13,-0.13
-8.78,1.01,-3.40,0.13,-0.18,-0.00
-9.32,0.94,-3.41,0.21,-0.14,0.09
-9.04,0.63,-3.22,0.31,-0.06,0.04
-8.50,0.04,-3.08,0.39,-0.00,-0.10
-8.48,-0.55,-3.09,0.39,0.01,-0.14
-8.15,-0.70,-3.29,0.33,0.03,-0.08
-7.58,-0.14,-3.00,0.22,-0.00,-0.05
-8.43,1.51,-2.70,0.13,-0.14,0.03
-10.03,3.30,-2.57,0.05,-0.26,0.57
-11.26,5.35,-2.25,0.07,-0.29,1.04
-12.92,7.20,-1.66,0.34,-0.13,1.09
-12.68,6.73,-1.81,0.81,0.17,1.08
-10.31,3.79,-1.52,1.19,0.42,1.03
-7.02,0.95,-1.49,1.45,0.44,0.84
-4.59,-1.87,-2.08,1.66,0.25,0.45
-5.53,-5.18,-2.95,1.73,-0.01,-0.00
-9.42,-7.70,-3.37,1.52,-0.01,-0.20
-9.43,-8.40,-3.11,1.10,0.16,0.10
-7.27,-7.86,-2.99,0.65,0.14,0.64
-6.11,-6.40,-2.51,0.28,-0.03,0.82
-7.25,-3.49,-2.19,0.10,-0.20,0.76
-9.06,-1.34,-2.09,0.20,-0.21,0.60
-9.41,-1.12,-2.24,0.41,-0.11,0.62
-8.50,-2.98,-2.28,0.53,-0.03,0.53
-7.94,-5.02,-2.59,0.43,-0.02,0.40
-8.17,-5.41,-2.83,0.16,-0.02,0.36
-7.96,-3.62,-2.76,-0.08,0.00,0.31
-7.97,-1.59,-2.50,-0.14,0.00,0.22
-8.11,-0.57,-2.56,-0.08,0.01,0.12
-7.93,-0.71,-2.69,0.01,0.02,0.03
-7.82,-1.15,-2.62,0.03,0.00,-0.09
-8.01,-1.19,-2.71,0.02,-0.03,-0.17
-8.35,-0.99,-2.67,-0.02,-0.05,-0.12
-8.56,-0.76,-2.86,-0.03,-0.06,-0.07
-8.70,-0.71,-2.92,-0.03,-0.04,-0.05
-8.56,-0.83,-2.89,-0.04,-0.01,-0.07
-8.56,-0.80,-2.88,-0.05,-0.01,-0.09
