ax,ay,az,gx,gy,gz
-7.81,-1.58,-2.77,-0.09,-0.31,0.05
-8.08,-1.43,-2.80,-0.02,-0.30,-0.01
-7.99,-1.71,-2.85,0.07,-0.30,-0.13
-7.92,-2.38,-3.03,0.12,-0.29,-0.22
-7.69,-2.77,-2.90,0.09,-0.31,-0.14
-8.06,-3.05,-2.95,0.05,-0.34,-0.02
-8.87,-3.22,-2.98,0.01,-0.33,0.01
-9.05,-3.34,-3.04,-0.04,-0.26,-0.01
-8.49,-3.29,-2.86,-0.09,-0.21,-0.01
-8.72,-3.26,-2.66,-0.12,-0.21,0.03
-9.05,-3.39,-2.59,-0.14,-0.19,0.01
-9.69,-3.71,-2.87,-0.16,-0.11,-0.07
-9.27,-3.72,-3.12,-0.25,0.02,-0.05
-8.13,-2.82,-2.95,-0.33,0.09,0.06
-7.69,-2.18,-2.79,-0.34,0.09,0.17
-7.52,-1.83,-2.80,-0.30,0.07,0.15
-7.43,-1.63,-2.60,-0.24,0.05,0.10
-7.87,-1.97,-2.69,-0.16,0.01,0.03
-8.37,-2.96,-2.98,-0.16,0.03,0.02
-8.14,-3.07,-2.95,-0.24,0.06,0.08
-7.69,-2.40,-2.73,-0.28,0.06,0.16
-7.56,-2.19,-2.83,-0.28,0.04,0.23
-7.48,-1.86,-2.82,-0.27,0.03,0.24
-7.11,-1.81,-2.59,-0.29,-0.01,0.25
-7.34,-0.83,-2.77,-0.38,-0.06,0.34
-7.30,1.78,-2.41,-0.38,-0.09,0.49
-7.70,3.82,-2.28,-0.18,-0.11,0.56
-8.08,5.35,-2.25,0.13,-0.09,0.58
-8.37,5.95,-2.16,0.52,-0.05,0.60
-8.62,5.64,-2.27,0.86,0.00,0.70
-9.55,5.04,-2.49,1.15,0.08,0.80
-10.01,4.61,-2.36,1.38,0.22,0.87
-9.50,4.30,-1.99,1.59,0.36,0.96
-9.35,3.66,-1.73,1.80,0.44,1.09
-9.72,2.37,-1.70,1.95,0.54,1.21
-9.07,1.15,-1.20,2.04,0.65,1.26
-7.41,0.02,-0.73,2.08,0.62,1.34
-7.14,-1.05,-0.64,2.03,0.46,1.48
-8.20,-1.57,-0.61,2.00,0.31,1.59
-8.57,-2.46,-0.47,2.01,0.22,1.55
-8.39,-3.38,-0.17,2.05,0.09,1.22
-8.80,-5.01,-0.24,2.09,-0.03,0.67
-9.30,-7.21,-0.51,1.98,-0.07,0.24
-9.60,-9.38,-1.21,1.63,-0.03,0.22
-9.25,-9.57,-1.42,1.11,0.01,0.48
-9.04,-8.41,-1.42,0.64,0.01,0.86
-8.86,-7.13,-1.54,0.32,-0.04,0.92
-9.09,-6.10,-1.91,0.13,-0.06,0.62
-9.09,-5.11,-2.11,-0.00,-0.05,0.25
-9.03,-4.56,-2.28,-0.14,-0.02,0.11
-9.22,-3.86,-2.37,-0.28,0.04,0.18
-8.92,-3.15,-2.30,-0.42,0.10,0.37
-8.62,-2.82,-2.14,-0.50,0.14,0.39
-8.10,-2.99,-2.09,-0.55,0.17,0.20
-7.47,-3.62,-1.92,-0.64,0.21,-0.03
-6.33,-3.71,-1.28,-0.79,0.22,-0.14
-4.84,-3.01,-0.24,-0.89,0.12,-0.09
-3.98,-2.93,0.43,-0.88,-0.09,-0.04
-3.97,-4.17,0.76,-0.88,-0.33,-0.07
-4.40,-5.81,0.84,-0.97,-0.52,-0.34
-4.76,-6.90,0.91,-1.18,-0.66,-0.75
-5.48,-6.82,1.05,-1.47,-0.76,-1.13
-5.25,-5.70,1.60,-1.77,-0.88,-1.15
-6.69,-4.69,1.56,-2.03,-1.07,-0.96
-10.08,-4.42,0.68,-2.27,-1.05,-0.95
-13.02,-3.71,-0.26,-2.58,-0.77,-0.89
-14.47,-1.00,-0.72,-2.81,-0.27,-0.91
-11.92,1.84,-0.14,-2.84,0.05,-0.75
-10.10,2.59,-0.48,-2.74,0.01,-0.47
-11.02,3.21,-1.44,-2.69,-0.16,-0.09
-11.80,5.78,-2.06,-2.45,-0.22,-0.12
-12.40,7.88,-2.28,-1.94,-0.25,-0.40
-11.94,8.13,-2.62,-1.33,-0.24,-0.62
-11.55,6.74,-2.81,-0.78,-0.26,-0.69
-11.42,3.96,-2.86,-0.46,-0.25,-0.61
-11.83,2.36,-2.81,-0.38,-0.18,-0.39
-11.55,2.48,-2.61,-0.37,-0.07,-0.21
-11.02,3.89,-2.28,-0.26,0.02,-0.17
-9.88,4.80,-1.88,-0.02,0.07,-0.15
-10.11,4.67,-1.73,0.22,0.07,-0.12
-10.43,5.23,-1.49,0.39,0.11,0.03
-10.92,6.31,-1.32,0.56,0.20,0.22
-10.29,7.59,-1.31,0.77,0.33,0.45
-9.21,9.47,-0.78,1.10,0.38,0.59
-7.87,10.55,-0.23,1.62,0.36,0.72
-7.06,10.23,0.61,2.26,0.20,0.74
-7.71,7.39,1.47,2.93,0.02,0.44
-10.67,1.98,1.94,3.33,-0.00,0.26
-12.33,-4.78,1.89,3.22,0.21,0.57
-11.31,-9.34,1.20,2.72,0.43,0.77
-9.18,-11.08,0.54,2.11,0.49,0.82
-7.91,-11.07,0.03,1.57,0.40,0.88
-7.71,-11.25,-0.45,1.09,0.27,0.92
-7.95,-10.96,-0.90,0.61,0.14,0.94
-8.77,-9.52,-1.21,0.22,0.07,0.83
-9.00,-7.63,-1.37,-0.06,0.07,0.72
-8.92,-5.94,-1.44,-0.20,0.09,0.49
-8.77,-4.69,-1.52,-0.29,0.10,0.28
-8.39,-3.26,-1.42,-0.34,0.11,0.16
-8.01,-1.93,-1.36,-0.34,0.09,0.11
