ax,ay,az,gx,gy,gz
-9.33,-2.95,-2.26,-0.16,0.04,0.07
-8.75,-2.44,-2.21,-0.14,0.14,0.13
-7.80,-2.38,-1.98,-0.09,0.16,0.12
-7.37,-2.87,-2.03,-0.06,0.12,0.06
-7.50,-3.05,-2.03,-0.09,0.05,0.07
-7.85,-2.90,-2.06,-0.11,0.02,0.07
-7.99,-2.77,-2.21,-0.10,0.03,0.06
-7.94,-2.67,-2.30,-0.09,0.04,0.06
-7.72,-2.56,-2.20,-0.07,0.03,0.06
-7.77,-2.77,-2.04,-0.04,0.00,0.05
-8.16,-2.94,-2.11,-0.04,-0.01,0.04
-8.37,-3.01,-2.09,-0.07,0.01,0.10
-8.44,-3.02,-2.22,-0.17,0.02,0.26
-8.74,-1.78,-2.26,-0.29,0.04,0.37
-8.43,0.15,-2.09,-0.28,0.06,0.45
-8.27,1.56,-2.06,-0.12,0.08,0.54
-7.92,2.25,-2.11,0.13,0.09,0.56
-7.62,2.00,-2.20,0.45,0.07,0.41
-7.99,-0.02,-2.22,0.71,0.05,0.30
-8.88,-2.05,-2.15,0.73,0.06,0.30
-9.90,-3.13,-2.30,0.48,0.13,0.53
-9.77,-0.98,-2.16,0.16,0.26,0.85
-8.98,2.33,-1.69,0.06,0.35,1.16
-8.62,5.13,-1.60,0.17,0.35,1.40
-9.54,6.90,-1.66,0.47,0.35,1.47
-9.94,7.19,-1.30,0.91,0.43,1.17
-9.98,4.72,-0.85,1.30,0.53,1.03
-8.66,1.42,-0.64,1.39,0.61,1.35
-5.60,0.35,-0.13,1.37,0.39,1.80
-5.65,-1.43,-0.37,1.50,-0.03,1.47
-8.08,-3.83,-1.29,1.56,-0.27,0.79
-10.28,-5.20,-1.63,1.45,-0.23,0.54
-11.43,-6.56,-2.26,1.16,-0.01,0.78
-10.17,-5.56,-2.02,0.80,0.19,1.22
-8.84,-4.26,-1.81,0.65,0.23,1.10
-8.57,-4.57,-2.10,0.62,0.24,0.62
-8.85,-5.89,-2.52,0.40,0.28,0.54
-9.14,-5.11,-2.86,0.05,0.37,0.79
-7.84,-2.30,-2.46,-0.12,0.40,0.98
-7.53,-0.89,-2.37,0.01,0.34,0.71
-9.02,-1.96,-3.04,0.13,0.36,0.32
-9.39,-2.42,-3.15,0.08,0.51,0.12
-7.34,-1.68,-2.64,0.03,0.53,0.03
-6.44,-1.11,-2.55,0.09,0.38,-0.26
-6.90,-0.81,-2.69,0.16,0.21,-0.35
-7.88,-0.97,-2.81,0.21,0.11,-0.24
-8.27,-1.48,-2.86,0.21,0.06,-0.03
-8.43,-2.28,-2.93,0.16,0.02,0.02
-8.66,-2.21,-2.92,0.10,-0.01,-0.13
-8.61,-2.20,-2.77,0.04,0.01,-0.25
-8.04,-2.19,-2.49,-0.02,0.01,-0.19
-7.55,-2.33,-2.21,-0.09,-0.04,-0.01
-7.93,-2.97,-2.14,-0.15,-0.09,0.09
-7.84,-3.93,-2.15,-0.27,-0.08,0.00
-7.24,-4.39,-1.89,-0.47,-0.11,-0.13
-6.96,-3.84,-1.86,-0.68,-0.16,-0.28
-6.97,-2.73,-1.90,-0.83,-0.19,-0.31
-7.22,-2.18,-2.18,-0.96,-0.18,-0.04
-7.50,-2.01,-2.21,-1.08,-0.13,0.18
-6.60,-1.43,-2.04,-1.11,-0.11,0.00
-5.77,-0.29,-1.67,-1.02,-0.22,-0.38
-5.44,0.54,-1.30,-0.75,-0.42,-0.80
-6.20,-0.90,-1.12,-0.43,-0.63,-1.04
-7.81,-4.19,-1.47,-0.39,-0.74,-0.98
-9.25,-5.84,-1.64,-0.64,-0.73,-0.70
-9.63,-4.96,-1.49,-0.93,-0.63,-0.60
-8.97,-3.48,-1.07,-1.11,-0.56,-0.56
-9.16,-2.63,-1.19,-1.29,-0.53,-0.34
-9.39,-1.05,-1.21,-1.44,-0.49,-0.09
-8.87,1.20,-1.04,-1.42,-0.46,-0.23
-8.63,2.29,-0.92,-1.24,-0.47,-0.52
-9.01,1.96,-1.12,-1.09,-0.46,-0.61
-9.32,1.23,-1.34,-1.08,-0.43,-0.33
-9.52,1.51,-1.44,-1.11,-0.42,-0.17
-10.26,2.11,-1.34,-1.07,-0.42,-0.17
-11.31,2.34,-1.55,-0.96,-0.38,-0.24
-11.66,1.89,-1.70,-0.87,-0.29,-0.13
-11.57,1.56,-1.77,-0.80,-0.23,-0.07
-11.58,1.02,-1.81,-0.75,-0.17,-0.16
-11.55,0.89,-1.97,-0.75,-0.09,-0.22
-11.30,1.59,-1.96,-0.77,0.00,-0.11
-10.81,2.55,-1.81,-0.70,0.10,-0.01
-9.97,2.90,-1.55,-0.58,0.16,-0.01
-9.49,3.35,-1.47,-0.45,0.18,-0.04
-8.72,3.97,-1.34,-0.30,0.17,0.01
-7.95,4.40,-1.11,-0.10,0.10,0.06
-8.03,4.10,-0.95,0.13,0.00,0.08
-9.04,3.20,-0.86,0.29,-0.04,0.14
-9.77,2.85,-0.87,0.34,-0.01,0.26
-9.91,3.47,-0.83,0.41,0.06,0.35
-9.14,3.62,-0.61,0.53,0.10,0.41
-9.34,3.45,-0.64,0.63,0.09,0.50
-10.24,3.07,-0.84,0.64,0.14,0.63
-10.46,3.61,-0.86,0.64,0.25,0.77
-9.75,4.62,-0.85,0.68,0.35,0.98
-8.69,5.94,-0.68,0.84,0.37,1.28
-7.45,6.56,-0.45,1.16,0.27,1.43
-7.29,5.85,-0.02,1.60,0.06,1.28
-8.93,2.93,0.10,1.99,-0.07,0.88
-10.07,-0.46,-0.18,2.12,-0.04,0.75
