ax,ay,az,gx,gy,gz
-7.99,3.27,-2.19,0.19,0.09,0.43
-7.97,-0.30,-2.31,0.28,0.08,0.27
-7.17,-2.44,-2.42,0.05,-0.01,0.26
-7.38,-1.19,-2.44,-0.30,-0.18,0.34
-8.72,2.83,-2.53,-0.39,-0.23,0.31
-9.23,4.11,-2.59,-0.11,-0.15,0.15
-8.83,2.10,-2.58,0.14,-0.03,0.06
-8.43,-0.61,-2.42,0.08,0.00,0.21
-9.05,-0.55,-2.61,-0.23,0.01,0.51
-9.10,2.40,-2.72,-0.42,0.11,0.82
-7.51,5.04,-2.57,-0.25,0.17,0.95
-6.25,4.16,-2.35,0.09,0.10,0.79
-6.04,1.80,-2.31,0.16,-0.09,0.82
-7.29,2.85,-2.34,0.02,-0.29,0.96
-8.84,6.27,-2.59,0.20,-0.29,0.69
-8.88,7.42,-2.46,0.70,-0.18,0.48
-8.55,4.49,-2.28,1.13,-0.08,0.38
-7.97,-0.01,-2.27,1.12,-0.08,0.50
-8.39,-0.58,-2.27,0.70,-0.14,0.90
-8.28,3.26,-1.93,0.55,-0.13,0.91
-7.24,4.23,-1.50,0.85,-0.15,0.57
-6.97,2.50,-1.50,1.05,-0.26,0.46
-8.14,2.00,-1.26,1.14,-0.35,0.29
-8.81,0.74,-1.38,1.23,-0.33,0.05
-9.05,-0.48,-1.50,1.18,-0.30,-0.05
-9.21,-0.62,-1.80,1.08,-0.24,0.01
-9.08,-0.76,-1.92,1.01,-0.18,0.17
-9.43,-1.49,-2.27,0.92,-0.11,0.38
-8.90,-2.15,-2.12,0.75,-0.04,0.36
-7.80,-1.38,-1.75,0.64,-0.06,-0.00
-7.78,-0.70,-1.76,0.62,-0.14,-0.15
-8.65,-0.70,-1.78,0.64,-0.14,-0.06
-8.70,-2.55,-1.67,0.60,-0.09,-0.07
-8.13,-3.15,-1.32,0.41,-0.07,-0.19
-8.14,-2.13,-1.33,0.24,-0.09,-0.15
-8.17,-1.50,-1.41,0.19,-0.06,-0.20
-7.56,-2.34,-1.27,0.12,-0.03,-0.19
-6.90,-2.57,-0.81,-0.03,-0.06,-0.19
-6.74,-2.00,-0.45,-0.12,-0.12,-0.26
-7.14,-2.11,-0.40,-0.14,-0.17,-0.45
-7.18,-3.56,-0.42,-0.23,-0.20,-0.55
-7.53,-4.42,-0.50,-0.52,-0.27,-0.49
-8.47,-3.40,-0.58,-0.82,-0.31,-0.37
-9.56,-1.75,-0.91,-0.99,-0.26,-0.28
-10.43,-0.62,-1.33,-1.04,-0.10,-0.20
-9.79,0.64,-1.24,-1.01,0.12,0.02
-8.21,0.29,-1.17,-0.90,0.21,0.16
-7.74,-1.19,-1.55,-0.93,0.15,0.09
-8.26,-1.84,-1.84,-1.16,0.04,0.04
-9.33,-0.16,-1.84,-1.42,0.02,0.11
-8.39,2.95,-1.28,-1.42,0.03,-0.01
-7.63,3.73,-1.44,-1.13,-0.02,-0.46
-7.22,2.03,-1.57,-0.95,-0.13,-0.39
-8.80,0.54,-1.81,-1.03,-0.27,-0.19
-10.21,0.79,-1.88,-1.18,-0.24,-0.24
-8.66,1.87,-1.38,-1.29,-0.22,-0.56
-8.04,4.25,-1.13,-1.23,-0.35,-0.64
-9.21,5.50,-1.45,-0.91,-0.40,-0.73
-10.50,3.96,-1.90,-0.61,-0.32,-0.56
-10.86,1.99,-1.89,-0.53,-0.17,-0.25
-9.96,1.31,-1.75,-0.59,-0.05,-0.10
-8.87,2.18,-1.55,-0.60,-0.02,-0.10
-8.41,2.50,-1.52,-0.51,-0.08,-0.19
-8.43,1.65,-1.35,-0.45,-0.18,-0.26
-9.55,1.02,-1.49,-0.52,-0.26,-0.23
-10.90,2.63,-1.55,-0.58,-0.22,-0.13
-10.96,4.64,-1.42,-0.43,-0.08,-0.13
-10.10,4.48,-1.25,-0.19,0.01,-0.10
-9.72,4.08,-1.08,-0.03,0.02,-0.02
-10.30,4.02,-1.17,0.11,0.04,0.01
-10.69,4.45,-1.14,0.23,0.12,0.06
-10.13,4.51,-1.15,0.37,0.23,0.12
-9.33,4.99,-0.92,0.51,0.28,0.20
-8.48,5.45,-0.54,0.73,0.28,0.25
-8.24,4.46,-0.58,0.96,0.24,0.18
-8.35,3.29,-0.52,1.05,0.20,0.23
-8.59,3.48,-0.59,1.11,0.19,0.28
-8.77,3.12,-0.71,1.22,0.23,0.36
-8.84,2.38,-0.76,1.26,0.30,0.67
-7.97,1.16,-0.45,1.28,0.32,0.82
-8.22,1.09,-0.12,1.25,0.25,1.03
-8.22,1.87,-0.36,1.37,0.23,0.88
-6.68,1.14,-0.21,1.58,0.16,0.57
-6.09,-0.99,-0.53,1.68,-0.03,0.36
-6.61,-2.59,-0.89,1.54,-0.19,0.52
-6.98,-3.00,-0.78,1.32,-0.33,0.71
-7.44,-3.36,-0.79,1.14,-0.48,0.44
-8.20,-3.28,-0.86,1.00,-0.61,-0.24
-9.96,-3.13,-1.20,0.90,-0.60,-0.54
-11.53,-3.14,-1.56,0.74,-0.40,-0.08
-10.73,-2.98,-1.41,0.58,-0.14,0.51
-8.80,-3.37,-0.91,0.45,-0.10,0.53
-8.80,-3.77,-1.03,0.31,-0.21,0.12
-10.07,-3.00,-1.26,0.14,-0.24,-0.15
-10.74,-1.51,-1.39,0.04,-0.14,-0.14
-10.29,-0.95,-1.33,0.03,-0.02,-0.02
